doy,GROCERY I,SCHOOL AND OFFICE SUPPLIES
61,1.0755942830688063,0.31973136158387205
62,1.0975706381178525,0.3352677281323981
63,1.0998630358454995,0.353628888598838
64,1.0740509697733467,0.3372097739509638
65,1.051149692999635,0.3409173159682258
66,1.0253151266168192,0.33438498003304995
67,0.9958474891342712,0.3250278501799605
68,0.9716540129008786,0.3223796058819162
69,0.9489552890407642,0.3190251631043935
70,0.92870344577407,0.29907505605912704
71,0.9202183073196532,0.3071963385731294
72,0.9237830133759004,0.33067743801578814
73,0.9295823723208559,0.3342084304131804
74,0.9321027757581212,0.3449779572252269
75,0.9342035586060303,0.3525695908796203
76,0.9441044041837517,0.35821917871544795
77,0.9478994517096764,0.3603377741538833
78,0.9469289116638768,0.35821917871544795
79,0.9397679396435318,0.38734986599393434
80,0.933816787757458,0.44243334739325413
81,0.9369991383284682,0.5536596079111112
82,0.9316983646169852,0.6698292577853177
83,0.9219910324027262,0.7632240066963438
84,0.9188928300310862,0.8650931373611115
85,0.9259306223798628,0.9844406803929708
86,0.9242027177730735,1.0843677652391726
87,0.9343175590941736,1.1805873080681126
88,0.9806595789663017,1.3287124391387193
89,1.024368079210786,1.3378930193719394
90,1.0605689421072377,1.376380836503515
91,1.0946972620489748,1.4304050201836174
92,1.1063769967607968,1.421754088810006
93,1.1244643440268092,1.383795920538039
94,1.1245573452273532,1.3193553092856296
95,1.0822891403730508,1.2266667588540818
96,1.0477194664702723,1.2547381484133506
97,1.0171193119588695,1.2337287436488664
98,0.9944297436155212,1.2086586976273814
99,0.9788154461426489,1.2021263616922055
100,0.9624398561394184,1.1707005293554142
101,0.9495001292285065,1.1961236746166386
102,0.9384046423372924,1.1684053842971092
103,0.9375906451311369,1.220664071778515
104,0.9425342824103389,1.2568567438517861
105,0.9609139734777637,1.3211208054843258
106,1.0090686651088006,1.3573134775575968
107,1.042310078106229,1.4570640127839292
108,1.0707104059141916,1.510735097224292
109,1.1099937803263689,1.5951258155219676
110,1.1226857368043857,1.6772213887613385
111,1.1223921752837438,1.792331740916327
112,1.0968481538970163,1.8795472531319166
113,1.041202799063658,1.9720592539435948
114,1.0098998198076699,1.9911266128895129
115,0.9783318264515899,1.9665862157276368
116,0.9411612159247792,1.9701172081250289
117,0.9278095499260485,1.8934946731016162
118,0.9933151103673897,1.942575467425369
119,1.0317955950327087,2.0052505824790825
120,1.0874075335176159,1.9346307345312364
121,1.1107360999920286,1.9051469480130108
122,1.1366087151238182,1.8934946731016162
123,1.1543926624996936,1.8023950692488953
124,1.1686208367302746,1.7677913437544508
125,1.1091147531266734,1.5824142428913552
126,1.071060759481911,1.3693188517087305
127,1.0220981236016633,1.3020534465384075
128,0.9958802162260733,1.2081290487677727
129,0.9716806170102675,1.1359202542411002
130,0.9626148838929321,1.0306966807988098
131,0.9357557152967843,0.8823950001083336
132,0.9312148979239179,0.8156592437976193
133,0.9430221153236198,0.7415084034523812
134,0.9531877704936529,0.6869545709126703
135,0.9579402461792512,0.6295759444550456
136,0.962568723883731,0.5815544478505104
137,0.9592635799645619,0.5548954552501986
138,0.9757269539228971,0.5420073329997167
139,0.966393459006323,0.4766839736479594
140,0.9548392576849467,0.4267204312248584
141,0.9469122379455229,0.38629056827471675
142,0.9357236521243838,0.3598081252942745
143,0.9375514498021266,0.35433508707831646
144,0.9271705427459673,0.3357973769920069
145,0.9257209556861206,0.32714644561839584
146,0.9289729772825633,0.3188486134845239
147,0.9403821152077914,0.30560739199430287
148,0.9655348128375557,0.30560739199430287
149,1.0243195508650653,0.32043756006335045
150,1.0627599749761525,0.32538094941969964
151,1.1029921704016554,0.3493916977219672
152,1.1288786514114941,0.35203994202001143
153,1.1515915289083913,0.35663023213662143
154,1.160569181819734,0.36598736198971105
155,1.1497868369901434,0.38717331637406477
156,1.1080378114001757,0.37746308728123595
157,1.0757675017150385,0.36545771313010217
158,1.042215495833627,0.3478027511431407
159,1.0145572649462953,0.33261948383435386
160,0.9899385344841188,0.33791597243044225
161,0.9693914737267084,0.335267728132398
162,0.9598887931018659,0.32308580436139467
163,0.9439656968170029,0.3142583233679139
164,0.9411952363299054,0.3124928271692178
165,0.9505983964248551,0.30931493401156473
166,0.9482680642442772,0.2957206132816044
167,0.9536876000365432,0.281243544452296
168,0.9519441436502676,0.26500097942429146
169,0.9405912519075805,0.24787566629693886
170,0.9468442940293581,0.2462867197181123
171,0.9438171960474119,0.24134333036176311
172,0.9306410071902909,0.23869508606371892
173,0.9265201662419642,0.23993093340280622
174,0.9156882751218703,0.23763578834450125
175,0.9110880548517565,0.2386950860637189
176,0.913940132876265,0.24381502503993774
177,0.9122245088989971,0.23587029214580507
178,0.9175338833529084,0.2312800020291951
179,0.9595298257054476,0.2416964296015023
180,1.0056385062382405,0.2605872389275511
181,1.0468590789922416,0.26853197182168376
182,1.082023315063407,0.2791249490138606
183,1.1076519655003358,0.28495108646955786
184,1.1274969052482362,0.3054308423744332
185,1.133011415344355,0.31372867450830505
186,1.1038209264149947,0.3110804302102609
187,1.0659059532329624,0.3079025370526078
188,1.0343356720070045,0.3131990256486962
189,1.001837822288575,0.3043715446552155
190,0.9732105999902572,0.29942815529886635
191,0.9466502093248969,0.29889850643925747
192,0.9276708698455659,0.29872195681938785
193,0.9188871730034304,0.29625026214121325
194,0.9200350293687002,0.2925427201239513
195,0.922486185692166,0.2844214376099491
196,0.9255269627247681,0.2837152391304706
197,0.9284413142730837,0.292719269743821
198,0.9357985140834993,0.30101710187769287
199,0.9416516067862856,0.34727310228353186
200,0.9405446871985049,0.3855843697952382
201,0.9331985956826806,0.41736330137176886
202,0.9278590253557891,0.43554791221833916
203,0.924658550996287,0.4563807673629537
204,0.9198001994474746,0.47332953087043667
205,0.9146331136827298,0.49734027917270424
206,0.9121378459082505,0.5462445238765874
207,0.9113052259647381,0.7259720369038549
208,0.9166751686900447,1.031932528137897
209,0.935865052339316,1.299405202240363
210,0.9819466236883668,1.7425447481130958
211,1.0276927170788062,2.260364783190675
212,1.0632834988822761,2.7042105275428865
213,1.0896060620351844,3.2082596922706363
214,1.1078200433305168,3.8124124914644573
215,1.1144920570183225,4.451875214632201
216,1.1041014744749704,4.836753385947961
217,1.0615134208454404,5.036960654880104
218,1.0126363194739365,5.088160044642292
219,0.9847046472067761,5.119585876979083
220,0.9642405255608759,5.216335068667632
221,0.9438342649989764,5.11217079294456
222,0.9308071706661641,4.898722302522196
223,0.9228177003206351,4.816803278902695
224,0.9257220332151979,4.778845110630727
225,0.9395147268186985,4.41126880206219
226,0.9466787437287848,4.103631089439387
227,0.9449756187407745,3.640982810571061
228,0.9359308322875253,3.143730806208292
229,0.9244378524721457,2.586496068494821
230,0.9184603423663125,2.251802126626999
231,0.9095793752759386,1.973383376092617
232,0.899971228255892,2.1062369650445016
233,0.8875471714702086,2.1342642171988033
234,0.8803413609103501,2.173987881669466
235,0.8736943038192095,2.189877347457732
236,0.8653855935232639,2.2695453634238953
237,0.8578600182048186,2.4010748302267584
238,0.8593745208229466,2.5650452896806626
239,0.8702792583032719,2.6056517022506744
240,0.8923091486930534,2.725043382687501
241,0.9396093108663001,3.137948806157562
242,0.9834498818242011,3.608012169060411
243,1.0186629036856154,4.028200264350093
244,1.051464878364055,4.419699046410964
245,1.0812080572247995,5.104049510430557
246,1.0987642616257787,6.3352624219962825
247,1.1054752211333585,7.154894032240968
248,1.075786410505738,7.218010521344355
249,1.0425405719822318,7.0906741080133955
250,1.0096296690679962,6.838428838624684
251,0.9846434819438993,6.922289908062751
252,0.9637180618166782,6.376530895640804
253,0.941636947031032,5.175993480527426
254,0.9188119726110867,4.327010495979416
255,0.9080743701229999,3.7426312542109916
256,0.9091035576123598,3.2833815555251573
257,0.9124566516450763,2.8766553687505327
258,0.911199821172456,2.0643064303254683
259,0.9116077696438666,1.4973614635191688
260,0.9145388881850168,1.1347726817119477
261,0.9182161703793591,0.8692861908330148
262,0.9127848375579121,0.7291499300615082
263,0.9038689145680946,0.6269718375619687
264,0.8972746309948867,0.5744483256507583
265,0.8924436431856196,0.544876264322598
266,0.8816185048595082,0.4903665691878545
267,0.8756589504740818,0.4515256528165393
268,0.8696217414289362,0.4208501563641937
269,0.8671714735449007,0.423719087687075
270,0.8730841808223194,0.42482252281126004
271,0.915720748945614,0.4420361107485475
272,0.9707926764246132,0.45064290471719115
273,1.0280455552977155,0.4835252714179069
274,1.0718721669290667,0.5111111495225342
275,1.1050115898851143,0.5194972564663408
276,1.1279764572322246,0.5206006915905259
277,1.133697083466325,0.5055939739016087
278,1.105145176169629,0.49169069133687654
279,1.0743524763307382,0.48661488976562517
280,1.0415681240904557,0.48529076761660306
281,1.010175879555313,0.48418733249241797
282,0.9797841566164676,0.4930148134858987
283,0.9588955578086992,0.4870562638152992
284,0.9493875322428688,0.49786992803231306
285,0.9412001327180913,0.4996354242310092
286,0.9335016190293073,0.4941182486100838
287,0.9325525263018504,0.4689599277786637
288,0.9332984052590522,0.46013244678518295
289,0.9418021112518232,0.45726351546230176
290,0.9500335530374395,0.4554980192636056
291,0.950026713372896,0.448215347443984
292,0.9462991847725817,0.4404913015746884
293,0.9345331690081299,0.437180996202133
294,0.9183475457454425,0.43938786645050326
295,0.9092364462524831,0.42725008008446724
296,0.8997061298259247,0.42592595793544513
297,0.8921192538573897,0.4140088585942462
298,0.8860639908055932,0.4091537440478318
299,0.8832297539966254,0.41047786619685384
300,0.8830932979556485,0.40385725545174334
301,0.8924450483935168,0.38421611024124874
302,0.9029951710893078,0.363250842881732
303,0.9250316192319559,0.33169259833003834
304,0.99812377564437,0.3661197742046132
305,1.0430785087098624,0.37715412544646415
306,1.077324482854295,0.38267130106738956
307,1.092251796652174,0.38752641561380397
308,1.1075008143085283,0.3987814538804919
309,1.1161902012534672,0.42989832438251147
310,1.111471426647114,0.4471119123197989
311,1.0521683562388302,0.424601835786423
312,1.018862895657851,0.4146709196687572
313,0.9966251958154171,0.4069468737994616
314,0.9836937728391827,0.4036365684269064
315,0.9690554378266035,0.3976780187563068
316,0.958578892338366,0.3813471789183675
317,0.9557298480315435,0.3778161865209752
318,0.9574463965747008,0.36832664445298346
319,0.9585262204478527,0.3742851941235829
320,0.95727235909686,0.3822299270177156
321,0.9649322731603708,0.3809058048686934
322,0.9650552148427973,0.38267130106738956
323,0.9624792811742394,0.3855402323902708
324,0.9597315748923337,0.4025331333027212
325,0.9549477937154724,0.39856076685565484
326,0.9498484007566762,0.3923815301602184
327,0.9457088810366965,0.3773748124713011
328,0.9420164215529476,0.38002305676934534
329,0.9367181430382392,0.3809058048686934
330,0.9475052955060436,0.3727403849497238
331,0.9607972064267539,0.3656784001549392
332,1.0032408298476843,0.37693343842162713
333,1.0623941386799056,0.3926022171850554
334,1.1004901322224152,0.40032626305435104
335,1.1404221183714964,0.40496069057592843
336,1.1793003278942424,0.40760893487397265
337,1.2040743893586938,0.41820191206614954
338,1.2265056311386004,0.42393977471191197
339,1.2216908436796967,0.42482252281126004
340,1.1955245152822143,0.41533298074326824
341,1.1989801087463499,0.41224336239555004
342,1.182502651907582,0.40209175925304713
343,1.1730660112509663,0.3859816064399448
344,1.1727480707393618,0.3793609956948343
345,1.169275730329444,0.3597198504843397
346,1.1748863175609363,0.3612646596581988
347,1.2088279931086476,0.35376130081374024
348,1.2349594117914762,0.35795435428564354
349,1.2812284212725416,0.3557474840372734
350,1.3152564566341332,0.35861641536015465
351,1.3450259956288522,0.34537519386993354
352,1.3908268481351371,0.3433890106464003
353,1.446404952381037,0.3186720638646543
354,1.517536139171751,0.3177893157653062
355,1.566521100194579,0.302782598076389
356,1.6568726988500886,0.2948378651822563
357,1.611451288150043,0.26519224151248355
358,1.5570104258771196,0.25106827192291437
359,1.4781778112661725,0.22590995109149434
360,1.3983535251713775,0.22966163051372362
361,1.3202026774076312,0.22723407324051645
362,1.257466857778121,0.2365029282836712
363,1.1802457531596022,0.24091666878041157
364,1.188263031197562,0.24948668157824913
365,1.201773562263075,0.24099023112202392
366,1.2403492315087747,0.2456246586436013
