date,total_sales,rolling_28
2013-08-26,347159.6410143,378651.16465747496
2013-08-27,319688.2190185,378691.67283913575
2013-08-28,319322.060993,377310.9257670286
2013-08-29,294518.685943,373631.04604706075
2013-08-30,354932.930947,372241.8250092035
2013-08-31,523631.3811059,372480.20126252144
2013-09-01,640406.221875,376985.1636173428
2013-09-02,458792.960966,378833.70468948566
2013-09-03,397680.420032,380277.15347327146
2013-09-04,392565.48591,381750.84468423575
2013-09-05,330622.779063,382453.3359389321
2013-09-06,335442.247929,382379.07094111067
2013-09-07,518584.247,385393.33175932505
2013-09-08,560852.005091,389898.0346911
2013-09-09,377151.7070027,390884.1947971607
2013-09-10,308074.4658225,390561.7353243571
2013-09-11,323124.61885,390516.99360853573
2013-09-12,282855.730937,389510.29925235716
2013-09-13,319556.942029,387905.64282896783
2013-09-14,476364.004996,388888.8104746571
2013-09-15,532852.959041,391345.924259425
2013-09-16,373229.840879,391743.9354708178
2013-09-17,327282.949966,391180.9653274607
2013-09-18,315687.718926,390465.3608629607
2013-09-19,279580.372008,389504.90054253215
2013-09-20,331846.9039701,389502.7767879643
2013-09-21,468298.380896,391207.14199875004
2013-09-22,502068.7019007,393291.94943256077
2013-09-23,356043.0340047,393609.2134679322
2013-09-24,303333.392926,393025.1125360572
2013-09-25,312490.104996,392781.11410759285
2013-09-26,273057.8798588,392014.6567474428
2013-09-27,320246.574024,390775.8582859072
2013-09-28,484903.6890081,389392.7264252714
2013-09-29,522868.441946,385194.94857066433
2013-09-30,367068.4500143,381919.0731795322
2013-10-01,436441.034076,383303.3808239607
2013-10-02,414455.6550375,384085.17257851426
2013-10-03,348933.24703,384739.11786305
2013-10-04,378109.978059,386262.96536769293
2013-10-05,540156.625057,387033.4074411571
2013-10-06,553031.424016,386754.1009741929
2013-10-07,373387.109043,386619.65104706073
2013-10-08,326726.7240121,387285.80312526075
2013-10-09,322529.418957,387264.545986225
2013-10-10,305047.0980576,388057.0948119607
2013-10-11,402913.849028,391034.1272047822
2013-10-12,426379.6909939,389248.9731332786
2013-10-13,481781.2559686,387424.9837378357
2013-10-14,342694.7209944,386334.4437419572
2013-10-15,305242.569986,385547.2873141
2013-10-16,355696.963943,386976.18892185006
2013-10-17,312949.412961,388167.94038445706
2013-10-18,323327.873107,387863.68928220356
2013-10-19,488245.570001,388576.0888930964
2013-10-20,537713.5090483,389849.1177197964
2013-10-21,348721.327971,389587.6282185928
2013-10-22,301641.7850828,389527.2136527643
2013-10-23,323105.11598,389906.3211879072
2013-10-24,276059.0800025,390013.50690732506
2013-10-25,317570.4260338,389917.9301933893
2013-10-26,452902.363914,388775.02572574286
2013-10-27,512891.4830689,388418.7057658465
2013-10-28,346941.91396,387699.90090676426
2013-10-29,302332.9969864,382910.32815356425
2013-10-30,319494.7050373,379518.8656535571
2013-10-31,298195.433106,377706.8008705572
2013-11-01,403637.232955,378618.48854541423
2013-11-02,540615.555037,378634.87890184287
2013-11-03,602796.556029,380412.2050451643
2013-11-04,424314.167046,382231.02854527143
2013-11-05,393322.182909,384609.4377915893
2013-11-06,386426.9788195,386891.49350096425
2013-11-07,346293.3400477,388364.57357203925
2013-11-08,358473.978049,386777.4353227893
2013-11-09,513850.32307,389901.3864683643
2013-11-10,587666.490239,393683.0019780214
2013-11-11,374087.890067,394804.1865877571
2013-11-12,373277.748034,397234.0143751857
2013-11-13,332279.2568851,396397.6676945464
2013-11-14,284567.4029707,395384.0244806072
2013-11-15,349383.296052,396314.5753000714
2013-11-16,524065.5881155,397593.8616613035
2013-11-17,579209.228924,399075.8516568643
2013-11-18,391945.551999,400619.5739435786
2013-11-19,329455.2710234,401612.91272717144
2013-11-20,354337.734795,402728.3633991357
2013-11-21,298047.047965,403513.647969225
2013-11-22,340734.213038,404340.92607651785
2013-11-23,485544.298837,405506.709466625
2013-11-24,550925.293106,406865.05982509285
2013-11-25,365965.5090102,407544.4739340286
2013-11-26,323292.830024,408293.0393996571
2013-11-27,337083.286026,408921.2030063965
2013-11-28,305982.981947,409199.3297507178
2013-11-29,357000.404165,407533.7287225035
2013-11-30,541977.655801,407582.37517836073
2013-12-01,698217.128989,410990.2527840749
2013-12-02,495488.366984,413532.1884961464
2013-12-03,424438.046973,414643.469355575
2013-12-04,424147.0459855,415990.6146115036
2013-12-05,386406.804985,417423.2383592643
2013-12-06,432661.755068,420072.80182422855
2013-12-07,537181.319801,420906.0517074786
2013-12-08,588855.895921,420948.53048183577
2013-12-09,442309.3141075,423385.00991185365
2013-12-10,414421.695986,424854.436624425
2013-12-11,422957.198908,428092.9345538143
2013-12-12,384256.080979,431653.24448268214
2013-12-13,434657.0129787,434698.73437292146
2013-12-14,554911.917024,435800.3889767965
2013-12-15,642015.7758165,438043.47993724287
2013-12-16,516060.290853,442476.14918202854
2013-12-17,480470.71684249997,447869.55796128215
2013-12-18,527481.336925,454053.2580373536
2013-12-19,507461.038187,461532.32911671064
2013-12-20,544104.2676365,468795.5453523714
2013-12-21,685673.07474,475943.0016346214
2013-12-22,696295.146867,481134.7821260857
2013-12-23,792865.284427,496381.2026766857
2013-12-24,620663.290732,507001.5762734
2013-12-26,470731.1624137,511774.7147158179
2013-12-27,479314.968043,517965.14279067505
2013-12-28,556952.3059789999,525106.282141175
2013-12-29,499719.5049237,523597.0624669857
2013-12-30,635134.7358515,521344.1198549322
2013-12-31,507264.6630475,521764.7018572
2014-01-01,8602.065404,506913.4168011643
2014-01-02,801011.226041,520372.8518031464
2014-01-03,680672.845603,530882.3532537894
2014-01-04,936628.8866039,548881.1793800715
2014-01-05,949618.78894,563611.0889921786
2014-01-06,602268.564009,564090.1128524642
2014-01-07,563450.5988595,568416.5873078929
2014-01-08,636176.853478,576336.4143611786
2014-01-09,496377.933414,578958.5834506785
2014-01-10,543055.329066,584629.9851680715
2014-01-11,787321.455619,597225.1438337964
2014-01-12,844633.598917,607572.3467585464
2014-01-13,555547.0150185,604484.1767300464
2014-01-14,502643.104285,604004.991495475
2014-01-15,567067.469069,607097.7326464214
2014-01-16,502789.214207,606215.8711207786
2014-01-17,542937.915657,607482.9024589929
2014-01-18,786779.8899055,616149.8889686
2014-01-19,851735.334091,622080.6839454214
2014-01-20,575850.061871,617779.0737669928
2014-01-21,538817.207912,608705.9281771715
2014-01-22,553097.596874,606292.8676822429
2014-01-23,460789.0398597,605937.7918767428
2014-01-24,526124.572256,607609.5634557785
2014-01-25,733880.979053,613928.4446369929
2014-01-26,814057.732862,625154.8099205036
2014-01-27,540798.833711,621785.6705583428
2014-01-28,481593.435798,620868.8410137178
2014-01-29,512853.989922,638877.8383179322
2014-01-30,453642.9707033,626471.8291987285
2014-01-31,560816.192394,622191.2344412644
2014-02-01,648870.19898,611914.1384546964
2014-02-02,619805.537102,600135.0937461965
2014-02-03,461637.5229585,595112.5565658214
2014-02-04,403189.5869763,589388.9489985643
2014-02-05,399138.3059075,580923.2865853321
2014-02-06,359139.101529,576021.8997322965
2014-02-07,389471.568011,570536.7654089036
2014-02-08,530128.059914,561351.2869908678
2014-02-09,520753.7470746,549784.1494250678
2014-02-10,396622.737011,544108.2823533715
2014-02-11,358382.7339877,538956.1262713249
2014-02-12,387758.393971,532552.2307321107
2014-02-13,347373.2985675,527001.6623164143
2014-02-14,361206.4069057,520511.2512895822
2014-02-15,538893.357859,511658.16085935
2014-02-16,595300.23508,502499.76446609996
2014-02-17,412029.2879535,496649.02254047495
2014-02-18,365331.247942,490453.0953986893
2014-02-19,360161.6390075,483562.52547488565
2014-02-20,322451.9201135,478621.9140553786
2014-02-21,369403.653633,473024.73839027144
2014-02-22,538206.082827,466036.34923934285
2014-02-23,487896.463891,454387.73249037855
2014-02-24,404224.188997,449510.0666077357
2014-02-25,351418.110084,444860.94783223566
2014-02-26,353604.266985,439173.45772734284
2014-02-27,330330.185244,434769.429675225
2014-02-28,425624.795466,429941.16549922497
2014-03-01,911360.2578707,439315.81045960716
2014-03-02,667413.052988,441016.0788841071
2014-03-03,613973.031386,446456.63275651785
2014-03-04,748930.902096,458804.5368679357
2014-03-05,741756.416525,471040.89796141785
2014-03-06,614082.444339,480146.0173474893
2014-03-07,598242.341178,487602.11638916784
2014-03-08,753345.259201,495574.15922084637
2014-03-09,916117.649984,509694.2986104678
2014-03-10,587414.828974,516508.30189486075
2014-03-11,539365.375063,522971.96764755005
2014-03-12,575676.797032,529683.3391854429
2014-03-13,473298.042544,534180.6514703179
2014-03-14,530515.2554715,540227.3960619535
2014-03-15,731049.789851,547090.1257759535
2014-03-16,929808.492772,559036.8492649535
2014-03-17,612719.522118,566204.3576279714
2014-03-18,537427.86875,572350.6655139715
2014-03-19,585974.657018,580415.4161572036
2014-03-20,500897.112641,586788.4587474714
2014-03-21,548811.469984,593195.8807600072
2014-03-22,771704.933772,601535.1254366143
2014-03-23,838814.636064,614067.9172999357
2014-03-24,571762.044919,620051.4121542928
2014-03-25,539861.6183493,626781.5374494821
2014-03-26,569680.543547,634498.5473266963
2014-03-27,468581.39830400003,639436.0906502678
2014-03-28,538905.781947,643481.8401674464
2014-03-29,822333.142686,640302.3003394214
2014-03-30,873958.8396415,647678.9355770464
2014-03-31,651800.509461,649029.9169368679
2014-04-01,485079.887001,639606.6663977607
2014-04-02,463917.316107,629683.8413828321
2014-04-03,388867.961418,621640.4669927964
2014-04-04,422578.745073,615366.7671319034
2014-04-05,617680.194045,610521.586233475
2014-04-06,631888.250898,600370.5362661179
2014-04-07,426091.1040178,594608.9746605393
2014-04-08,376663.272105,588798.1852691822
2014-04-09,375309.08201199997,581642.1954470393
2014-04-10,334052.7571255,576669.1495392357
2014-04-11,379646.845927,571280.9920555035
2014-04-12,529919.922964,564097.7825238251
2014-04-13,540190.281942,550182.8464227536
2014-04-14,381386.309033,541920.9459554321
2014-04-15,364689.054991,535751.7026068964
2014-04-16,411357.084985,529515.360748575
2014-04-17,397464.842904,525821.3511151107
2014-04-18,394392.184115,520306.3766197893
2014-04-19,496904.749136,510492.0843113608
2014-04-20,520126.3980386,499110.3615247393
2014-04-21,398677.396998,492928.7669561322
2014-04-22,370552.249018,486882.0037657286
2014-04-23,372232.595049,479830.2913193714
2014-04-24,320875.477858,474555.0798748714
2014-04-25,357173.708433,468064.6486779428
2014-04-26,497334.735036,456457.5626904429
2014-04-27,560508.420995,445262.90488163935
2014-04-28,362271.9169815,434922.5980073715
2014-04-29,326338.348031,429253.2573298714
2014-04-30,357079.964912,425437.63764433574
2014-05-01,530380.848064,430491.6693102643
2014-05-02,443284.891212,431231.1745295143
2014-05-03,610391.748971,430970.8729197286
2014-05-04,646164.863883,431480.75195490714
2014-05-05,427601.704071,431534.70195680717
2014-05-06,388945.890086,431973.36688469996
2014-05-07,391932.183945,432567.0490965928
2014-05-08,337483.713217,432689.58324271784
2014-05-09,381335.196055,432749.88146157505
2014-05-10,577012.026997,434431.7423198964
2014-05-11,454512.928937,431371.83685543214
2014-05-12,398251.889006,431974.17899732507
2014-05-13,360734.522978,431832.94571114646
2014-05-14,356373.806985,429869.2572111464
2014-05-15,332272.8296378,427540.9710230679
2014-05-16,380822.742652,427056.348113675
2014-05-17,537873.964019,428519.53435949644
2014-05-18,634519.7368283,432605.0107448428
2014-05-19,388814.744958,432252.7731719857
2014-05-20,354372.33997,431674.9192774143
2014-05-21,356898.483031,431127.27241962857
2014-05-22,310660.142642,430762.43901905714
2014-05-23,349549.892726,430490.1598866643
2014-05-24,516627.261707,431179.17869634286
2014-05-25,573412.21016,431640.0283093786
2014-05-26,373831.086112,432052.855778325
2014-05-27,327642.143098,432099.4198878607
2014-05-28,338481.784057,431435.19914303924
2014-05-29,326624.5773325,424158.1894740571
2014-05-30,375782.6398709,421747.39478330355
2014-05-31,597192.467989,421275.9918910893
2014-06-01,742732.830236,424724.8478322678
2014-06-02,512725.7729758,427764.99315029645
2014-06-03,443636.187975,429718.21807490353
2014-06-04,423284.494993,430837.943469475
2014-06-05,359474.513823,431623.32920540357
2014-06-06,391266.125449,431978.0052551893
2014-06-07,557142.461024,431268.3778990107
2014-06-08,626026.956957,437393.878899725
2014-06-09,415798.946041,438020.5595081179
2014-06-10,351689.4229725,437697.5202222071
2014-06-11,373828.16418,438320.8901220286
2014-06-12,329408.06736,438218.5771835357
2014-06-13,392308.374573,438628.7783235715
2014-06-14,622072.988944,441635.88635660714
2014-06-15,441279.9339945,434734.4648268286
2014-06-16,447450.23987,436828.58964511426
2014-06-17,380396.036044,437758.0073620429
2014-06-18,373408.6641423,438347.65668744646
2014-06-19,332280.93509600003,439119.82784651784
2014-06-20,369206.789547,439821.85987583926
2014-06-21,538613.855166,440607.0953565179
2014-06-22,591184.1240535,441241.80656699993
2014-06-23,414929.6359765,442709.61191930354
2014-06-24,340464.7450455,443167.56198885717
2014-06-25,355342.398017,443769.7267731429
2014-06-26,315798.180924,443383.0697585535
2014-06-27,370793.573429,443204.88881420007
2014-06-28,510870.81398,440121.9725995929
2014-06-29,567218.8850125,433853.6174130393
2014-06-30,429324.0552005,430874.98463534995
2014-07-01,720480.616788,440762.2856643857
2014-07-02,747430.1471275,452338.9160977607
2014-07-03,583844.7207922,460352.13777523214
2014-07-04,595424.31324,467643.50162491074
2014-07-05,817307.1101677,476935.0962371857
2014-07-06,918276.596259,487372.58335511433
2014-07-07,638526.428909,495327.13631468575
2014-07-08,557291.4975265,502670.0675487571
2014-07-09,574451.409963,509835.18346957857
2014-07-10,498047.54898,515858.0220988643
2014-07-11,535644.182793,520977.1581067215
2014-07-12,756698.7523004999,525785.2210837392
2014-07-13,733653.779849,536227.1441499714
2014-07-14,584867.15114,541134.8909810429
2014-07-15,562860.0268329,547651.4620806464
2014-07-16,621336.4939885,556506.0274322964
2014-07-17,498221.7050971,562432.4835037643
2014-07-18,547619.0590519,568804.3502717965
2014-07-19,728988.226204,575603.434951725
2014-07-20,776474.1180457,582220.9347371607
2014-07-21,600228.430008,588838.7488097142
2014-07-22,530276.040011,595617.7236299107
2014-07-23,574168.635995,603432.9464148392
2014-07-24,484618.8170115,609462.2548465357
2014-07-25,579767.285128,616925.6016929286
2014-07-26,688919.5500267,623284.4851231679
2014-07-27,747307.86662,629716.2344662929
2014-07-28,583936.68549,635238.1141194893
2014-07-29,524743.3250017,628247.4965556929
2014-07-30,578056.965281,622198.4543468893
2014-07-31,532423.558194,620361.9842540964
2014-08-01,506826.7949305,617197.7871716142
2014-08-02,626533.637869,610384.4488752323
2014-08-03,625898.205888,599942.3635048392
2014-08-04,471173.304022,593965.4661874464
2014-08-05,417197.476176,588962.1082820714
2014-08-06,402914.370941,582835.7854598572
2014-08-07,359701.53298899997,577894.8563173214
2014-08-08,397759.9389829,572970.4190383892
2014-08-09,496192.787084,563666.6345663714
2014-08-10,509681.7650025,555667.6340361394
2014-08-11,409544.575013,549406.113460175
2014-08-12,353898.211991,541943.1915015357
2014-08-13,372116.544964,533042.4790363751
2014-08-14,340740.8170565,527418.1616063536
2014-08-15,402631.8400593,522240.04664233216
2014-08-16,533996.15517,515276.0441054036
2014-08-17,564443.173007,507703.51035402145
2014-08-18,433042.298907,501732.5771004143
2014-08-19,379329.9530773,496341.64542421076
2014-08-20,398126.790988,490054.4366739607
2014-08-21,355108.8749955,485429.0816019607
2014-08-22,388359.8983235,478593.10350180004
2014-08-23,499678.208204,471834.48415098933
2014-08-24,528990.5611087,464037.4375255857
2014-08-25,412250.075007,457905.77286547853
2014-08-26,355053.9079745,451845.43654307857
2014-08-27,366321.498077,444283.45557150716
2014-08-28,327912.427,436979.48660029285
2014-08-29,403288.917062,433281.70524784643
2014-08-30,586373.694132,431847.4215429536
2014-08-31,660088.183052,433068.4921559536
2014-09-01,812526.219024,445259.6676917393
2014-09-02,717351.552768,455979.4561414536
2014-09-03,726683.8617375,467542.65224132856
2014-09-04,551340.0774347,474386.88597153215
2014-09-05,603043.241921,481718.4325050357
2014-09-06,870139.4459765,495073.67032262497
2014-09-07,997964.077948,512512.32435639284
2014-09-08,648651.744928,521051.8661390714
2014-09-09,562420.568002,528499.0931394643
2014-09-10,612987.4722337,537101.6262562393
2014-09-11,483462.953022,542198.8453978642
2014-09-12,564382.847851,547975.6671047107
2014-09-13,795802.238124,557325.8843530678
2014-09-14,896501.5622945,569185.1125419071
2014-09-15,630710.5728885,576244.6937555321
2014-09-16,608239.973016,584420.0516104858
2014-09-17,617472.3442115,592253.8213684679
2014-09-18,479500.843061,596696.3916565215
2014-09-19,550213.093909,602476.8629274322
2014-09-20,808490.763077,613505.8827443251
2014-09-21,901420.451004,626806.9502405857
2014-09-22,589120.293928,633123.7437734787
2014-09-23,559954.304399,640441.6150743536
2014-09-24,598183.114508,648722.3870897464
2014-09-25,466867.377076,653685.063878175
2014-09-26,515474.223943,657691.6819810679
2014-09-27,781202.367982,664649.8489042821
2014-09-28,886531.789814,672737.1205743535
2014-09-29,586682.822002,664671.284966425
2014-09-30,599093.9157257,660447.7979292001
2014-10-01,784500.253914,662512.6690783607
2014-10-02,634306.519052,665475.7562789787
2014-10-03,675639.295098,668068.4724638715
2014-10-04,931317.51302,670253.4034297107
2014-10-05,985466.962071,669807.0778626751
2014-10-06,641480.757266,669550.9711604606
2014-10-07,586410.2709706,670407.7462664823
2014-10-08,620201.323059,670665.3837959572
2014-10-09,510519.923104,671631.7041560287
2014-10-10,702470.317955,676563.3995168858
2014-10-11,748309.153739,674867.2179317072
2014-10-12,843971.132714,672991.1311609751
2014-10-13,611726.926015,672313.1437726356
2014-10-14,550589.573294,670254.2009254216
2014-10-15,624797.469491,670515.8125425465
2014-10-16,538252.607117,672614.0898302607
2014-10-17,558538.135999,672911.4127620464
2014-10-18,820840.970792,673352.4916090107
2014-10-19,935410.595877,674566.4253544749
2014-10-20,624629.990941,675834.628819225
2014-10-21,542207.165266,675200.8024216179
2014-10-22,584926.355993,674727.3467603679
2014-10-23,492233.2322,675633.2701576536
2014-10-24,528403.680064,676095.0364476893
