date,store_nbr,family,sales,pred,err2
2017-07-31,1,CELEBRATION,3.0,11.401425282612719,1.2803308277238936
2017-08-01,1,CELEBRATION,11.0,14.285562119735303,0.0585650071044495
2017-08-02,1,CELEBRATION,7.0,12.352912009282496,0.2624440639722789
2017-08-03,1,CELEBRATION,10.0,14.478254461420992,0.11665013726955269
2017-08-04,1,CELEBRATION,24.0,19.490746723107392,0.03956217267659828
2017-08-05,1,CELEBRATION,12.0,9.627435000992042,0.040606478524736
2017-08-06,1,CELEBRATION,2.0,2.9313819400042442,0.07310464902787583
2017-08-07,1,CELEBRATION,18.0,12.858146242313333,0.09958173821868856
2017-08-08,1,CELEBRATION,11.0,14.201135975508212,0.05591499179916379
2017-08-09,1,CELEBRATION,12.0,12.171018805538758,0.00017081217928976771
2017-08-10,1,CELEBRATION,17.0,14.813891266260901,0.016765849894409657
2017-08-11,1,CELEBRATION,4.0,10.86816191941575,0.7472244142845091
2017-08-12,1,CELEBRATION,3.0,9.475192590236722,0.9268211151135506
2017-08-13,1,CELEBRATION,1.0,2.921358810828001,0.4533208361162108
2017-08-14,1,CELEBRATION,4.0,11.909402966228676,0.8996864826711364
2017-08-15,1,CELEBRATION,21.0,14.227362813821959,0.1353860683167188
2017-07-31,1,CLEANING,678.0,688.4774584673045,0.00023448418860328287
2017-08-01,1,CLEANING,867.0,908.2787207437681,0.0021585275113592366
2017-08-02,1,CLEANING,942.0,955.1478309265285,0.0001917187311010676
2017-08-03,1,CLEANING,622.0,806.023803923842,0.0669808799388232
2017-08-04,1,CLEANING,729.0,889.6964134682213,0.039584727310061074
2017-08-05,1,CLEANING,442.0,665.2986605403861,0.16660131151305888
2017-08-06,1,CLEANING,233.0,278.7664933141092,0.031910172918826876
2017-08-07,1,CLEANING,741.0,725.9541814516751,0.00041966766395066347
2017-08-08,1,CLEANING,767.0,721.4660048196619,0.00373557695167872
2017-08-09,1,CLEANING,651.0,765.6785524628016,0.026251470161854123
2017-08-10,1,CLEANING,696.0,664.0235889455814,0.0022055138482173775
2017-08-11,1,CLEANING,341.0,396.203709784607,0.02239169112857385
2017-08-12,1,CLEANING,351.0,584.2860423633451,0.2585412460938401
2017-08-13,1,CLEANING,169.0,260.8544074204003,0.18661554618872894
2017-08-14,1,CLEANING,571.0,659.7929974868678,0.020822961502144646
2017-08-15,1,CLEANING,703.0,675.5549891280054,0.0015812255690830096
2017-07-31,1,DAIRY,727.0,707.4766593431356,0.000738966233611826
2017-08-01,1,DAIRY,668.0,799.2809974301537,0.03210506123864706
2017-08-02,1,DAIRY,941.0,855.1796941324613,0.00912502513083789
2017-08-03,1,DAIRY,529.0,796.9639728553942,0.16743354520597992
2017-08-04,1,DAIRY,767.0,821.6570665497125,0.004726520374402178
2017-08-05,1,DAIRY,624.0,700.6431400245554,0.013380307126116887
2017-08-06,1,DAIRY,312.0,307.8577043924861,0.0001774896268374723
2017-08-07,1,DAIRY,717.0,758.4321429921072,0.0031473676071034724
2017-08-08,1,DAIRY,569.0,718.4086682962245,0.054192683139113934
2017-08-09,1,DAIRY,789.0,753.2890857971918,0.002139732994307939
2017-08-10,1,DAIRY,736.0,681.2674974551165,0.005954604865366517
2017-08-11,1,DAIRY,343.0,381.8135729937459,0.011428990915678694
2017-08-12,1,DAIRY,526.0,625.9378430725976,0.030153229668620586
2017-08-13,1,DAIRY,266.0,306.7682684621683,0.02019197411750456
2017-08-14,1,DAIRY,699.0,736.9452842626198,0.0027867150767596134
2017-08-15,1,DAIRY,602.0,693.2246558120077,0.01984673005034911
2017-07-31,1,DELI,189.11,143.85146412987612,0.07392635807662425
2017-08-01,1,DELI,133.588,165.13098266765587,0.044334784746650376
2017-08-02,1,DELI,150.745,161.1669753585253,0.00441228541230905
2017-08-03,1,DELI,106.929,133.4871784268778,0.04839791586867548
2017-08-04,1,DELI,170.185,188.5267219639661,0.010360223791212413
2017-08-05,1,DELI,104.168,128.80947941160088,0.044313938452769694
2017-08-06,1,DELI,60.289,63.038675363750066,0.0019260531375192608
2017-08-07,1,DELI,138.907,150.4330567121063,0.006267214587593287
2017-08-08,1,DELI,130.678,136.66253624957807,0.001975424900630092
2017-08-09,1,DELI,123.496,138.80318597695427,0.013447192911995783
2017-08-10,1,DELI,139.761,124.31987580108692,0.01350103208542356
2017-08-11,1,DELI,64.302,106.69424394855724,0.2502735486057051
2017-08-12,1,DELI,99.488,115.18635670305603,0.02107058598710098
2017-08-13,1,DELI,47.77,60.634310981919135,0.054804374834964045
2017-08-14,1,DELI,154.578,145.4300626781247,0.0036722735806186306
2017-08-15,1,DELI,116.402,133.27166711921842,0.018026062079659854
2017-07-31,1,EGGS,149.0,154.74265340759464,0.0014114818566239471
2017-08-01,1,EGGS,161.0,152.18029317929842,0.0031338411012777137
2017-08-02,1,EGGS,160.0,171.318670801177,0.004615997803961464
2017-08-03,1,EGGS,120.0,143.8915839301215,0.03247031735602312
2017-08-04,1,EGGS,143.0,186.68745372197998,0.07020634502599807
2017-08-05,1,EGGS,155.0,152.2498719975489,0.0003163513182016378
2017-08-06,1,EGGS,47.0,68.90440876832393,0.14132164228203536
2017-08-07,1,EGGS,152.0,161.7841658061045,0.0038424211229120945
2017-08-08,1,EGGS,130.0,137.70486200832084,0.003266243389231678
2017-08-09,1,EGGS,134.0,150.74094892109719,0.013665611180887865
2017-08-10,1,EGGS,114.0,129.86241596784103,0.016696356810548388
2017-08-11,1,EGGS,86.0,107.12422321190303,0.04725087436072624
2017-08-12,1,EGGS,113.0,142.0432300684472,0.051505596393095314
2017-08-13,1,EGGS,60.0,69.56010753027927,0.021196760094481414
2017-08-14,1,EGGS,170.0,154.68334232708804,0.008805845957661628
2017-08-15,1,EGGS,131.0,134.92344453402578,0.0008578980556991873
2017-07-31,1,FROZEN FOODS,158.354,113.30253640048652,0.11040958719730824
2017-08-01,1,FROZEN FOODS,144.126,120.34816960664742,0.032018980388628625
2017-08-02,1,FROZEN FOODS,200.899,162.09908114045894,0.045543698546245126
2017-08-03,1,FROZEN FOODS,132.185,136.71860043378916,0.0011204642807291004
2017-08-04,1,FROZEN FOODS,143.0,141.63464559186394,9.07611498739036e-05
2017-08-05,1,FROZEN FOODS,155.597,128.61109154449906,0.035772904301972545
2017-08-06,1,FROZEN FOODS,40.0,49.83220459783059,0.0462069571531374
2017-08-07,1,FROZEN FOODS,136.719,113.89152646183933,0.03284320460366968
2017-08-08,1,FROZEN FOODS,134.287,109.1652714685497,0.04219603775781182
2017-08-09,1,FROZEN FOODS,154.309,135.24256711455445,0.01715570854719578
2017-08-10,1,FROZEN FOODS,167.70999,130.813241660251,0.060907831498053636
2017-08-11,1,FROZEN FOODS,61.0,91.88019874262518,0.16335831344198862
2017-08-12,1,FROZEN FOODS,107.794,125.01980587649214,0.02160397237858998
2017-08-13,1,FROZEN FOODS,50.0,51.71370042993692,0.0010922865860945384
2017-08-14,1,FROZEN FOODS,110.0,109.14047031231821,6.042959320455329e-05
2017-08-15,1,FROZEN FOODS,89.0,107.12379954475627,0.033660210681232025
2017-07-31,1,GROCERY I,2966.0,2804.6166459113615,0.003127939884268648
2017-08-01,1,GROCERY I,2872.0,3343.59817785457,0.023100893274722634
2017-08-02,1,GROCERY I,3247.0,3617.2362138903422,0.011652609013434557
2017-08-03,1,GROCERY I,2177.0,2973.6166993488005,0.09716198052113147
2017-08-04,1,GROCERY I,2778.0,3157.695249562509,0.016401385951412384
2017-08-05,1,GROCERY I,2034.0,2654.6199862068365,0.07085303014278055
2017-08-06,1,GROCERY I,1025.0,1220.7395905028256,0.030487950252177515
2017-08-07,1,GROCERY I,2551.0,2961.6297717397065,0.022260623536068183
2017-08-08,1,GROCERY I,3062.0,2836.8275959508246,0.005830238642807641
2017-08-09,1,GROCERY I,2719.0,3009.0502465883287,0.010266733644024702
2017-08-10,1,GROCERY I,2591.0,2580.2538138575906,1.726006335495821e-05
2017-08-11,1,GROCERY I,1270.0,1597.3320440420007,0.05251275686211628
2017-08-12,1,GROCERY I,1630.0,2321.0781505130635,0.12479913870629693
2017-08-13,1,GROCERY I,952.0,1135.9209595694847,0.03113956836462565
2017-08-14,1,GROCERY I,2407.0,2678.4182251857096,0.011406915702911986
2017-08-15,1,GROCERY I,2508.0,2666.593387974271,0.00375676390559179
2017-07-31,1,GROCERY II,11.0,17.84284647570318,0.20360553007171928
2017-08-01,1,GROCERY II,25.0,22.899544661569127,0.0070958942530434084
2017-08-02,1,GROCERY II,26.0,22.500893672910582,0.01926500054582545
2017-08-03,1,GROCERY II,24.0,21.44322570306574,0.011639606200874208
2017-08-04,1,GROCERY II,9.0,24.066285929411485,0.8444482611955432
2017-08-05,1,GROCERY II,13.0,16.80262822534039,0.05773869293627988
2017-08-06,1,GROCERY II,11.0,7.876047825182949,0.09093255724724862
2017-08-07,1,GROCERY II,19.0,20.230575399860427,0.003565296632331226
2017-08-08,1,GROCERY II,23.0,22.419132340200747,0.0006002755135158464
2017-08-09,1,GROCERY II,20.0,21.465420563523782,0.004550153477425197
2017-08-10,1,GROCERY II,23.0,20.748519975083013,0.009703850149454058
2017-08-11,1,GROCERY II,9.0,12.409384674479888,0.08606579124858992
2017-08-12,1,GROCERY II,19.0,16.610456332986995,0.01618987460659226
2017-08-13,1,GROCERY II,6.0,8.317958989581498,0.08181514202765044
2017-08-14,1,GROCERY II,20.0,19.322777918977962,0.0010745359883075412
2017-08-15,1,GROCERY II,13.0,21.46262511256299,0.22353557755842482
2017-07-31,1,HARDWARE,1.0,1.5254512862131848,0.054416102836560676
2017-08-01,1,HARDWARE,0.0,2.0919599145364445,1.274201103669461
2017-08-02,1,HARDWARE,1.0,1.6869618808674345,0.08718080753357413
2017-08-03,1,HARDWARE,3.0,1.9629914370865307,0.09005699850955735
2017-08-04,1,HARDWARE,4.0,1.6058663794426262,0.4246773199721251
2017-08-05,1,HARDWARE,0.0,1.617531393426397,0.9258897624234379
2017-08-06,1,HARDWARE,2.0,0.7626152436039009,0.2828257569005235
2017-08-07,1,HARDWARE,2.0,1.7551180601401015,0.007250862071274639
2017-08-08,1,HARDWARE,3.0,2.180341909823553,0.05258108171587018
2017-08-09,1,HARDWARE,3.0,1.7230537430661628,0.14787132762380037
2017-08-10,1,HARDWARE,1.0,1.9833573893830687,0.15992171078446676
2017-08-11,1,HARDWARE,1.0,0.8992668183626717,0.0026707452870334894
2017-08-12,1,HARDWARE,0.0,1.5860373463696287,0.9027407878527288
2017-08-13,1,HARDWARE,1.0,0.7729348526322506,0.014522876605988765
2017-08-14,1,HARDWARE,0.0,1.6905752598367196,0.9796150035568936
2017-08-15,1,HARDWARE,3.0,2.090637897345588,0.06652110267221344
2017-07-31,1,HOME AND KITCHEN I,24.0,14.001784420201814,0.26082130226620814
2017-08-01,1,HOME AND KITCHEN I,20.0,17.934359014830562,0.010721407320527081
2017-08-02,1,HOME AND KITCHEN I,38.0,22.14552054379994,0.27223389554487876
2017-08-03,1,HOME AND KITCHEN I,20.0,14.128685126408554,0.10753796603317717
2017-08-04,1,HOME AND KITCHEN I,49.0,15.230507463859015,1.2659183210593055
2017-08-05,1,HOME AND KITCHEN I,10.0,14.091340649694741,0.09999878164327057
2017-08-06,1,HOME AND KITCHEN I,2.0,3.8517814623391793,0.23110485249283333
2017-08-07,1,HOME AND KITCHEN I,19.0,14.032078095235702,0.08153641314390389
2017-08-08,1,HOME AND KITCHEN I,22.0,14.04048374961654,0.18041148679800537
2017-08-09,1,HOME AND KITCHEN I,29.0,17.42018715905772,0.23790024808195806
2017-08-10,1,HOME AND KITCHEN I,39.0,13.75301210166704,0.9948709574771827
2017-08-11,1,HOME AND KITCHEN I,27.0,9.627933930103554,0.9384159175692203
2017-08-12,1,HOME AND KITCHEN I,17.0,12.7714881496641,0.07170151147792278
2017-08-13,1,HOME AND KITCHEN I,13.0,3.6974055690784957,1.192566606286895
2017-08-14,1,HOME AND KITCHEN I,50.0,12.818384858869587,1.7051807354072246
2017-08-15,1,HOME AND KITCHEN I,30.0,12.955845137503244,0.6369456970966696
2017-07-31,1,HOME AND KITCHEN II,39.0,26.00464907921188,0.15434716283559116
2017-08-01,1,HOME AND KITCHEN II,38.0,29.00458283042775,0.06875487866153028
2017-08-02,1,HOME AND KITCHEN II,18.0,22.860080279533868,0.051878171675799
2017-08-03,1,HOME AND KITCHEN II,26.0,26.64401493615012,0.0005556571237652674
2017-08-04,1,HOME AND KITCHEN II,22.0,27.00250815231583,0.038730187691643804
2017-08-05,1,HOME AND KITCHEN II,25.0,18.577944541475166,0.08048165236550482
2017-08-06,1,HOME AND KITCHEN II,8.0,9.438064609668105,0.02197349833212411
2017-08-07,1,HOME AND KITCHEN II,24.0,28.073360889898662,0.022784844868249558
2017-08-08,1,HOME AND KITCHEN II,27.0,25.824924341071444,0.001838097741115396
2017-08-09,1,HOME AND KITCHEN II,16.0,26.213174294671163,0.22135882740046592
2017-08-10,1,HOME AND KITCHEN II,31.0,26.55374247183334,0.022379422037916055
2017-08-11,1,HOME AND KITCHEN II,14.0,12.79550954722811,0.007006871394937975
2017-08-12,1,HOME AND KITCHEN II,31.0,23.900692255099262,0.06292085525419676
2017-08-13,1,HOME AND KITCHEN II,8.0,9.24699711345051,0.016837688945953357
2017-08-14,1,HOME AND KITCHEN II,31.0,25.960747743135958,0.029362152828734955
2017-08-15,1,HOME AND KITCHEN II,33.0,26.592132630927885,0.04360990296465878
2017-07-31,1,HOME APPLIANCES,2.0,0.4252108001499801,0.5539714088548476
2017-08-01,1,HOME APPLIANCES,0.0,0.44258079020912794,0.13427367475080548
2017-08-02,1,HOME APPLIANCES,0.0,0.4516597102221004,0.13891090260934594
2017-08-03,1,HOME APPLIANCES,0.0,0.4945434999947877,0.1614599625771041
2017-08-04,1,HOME APPLIANCES,0.0,0.45126166439763055,0.13870655660334014
2017-08-05,1,HOME APPLIANCES,0.0,0.4202276304535829,0.12307268108519898
2017-08-06,1,HOME APPLIANCES,0.0,0.0788818297735302,0.005764630224157547
2017-08-07,1,HOME APPLIANCES,0.0,0.4784729639974049,0.15288864339533503
2017-08-08,1,HOME APPLIANCES,0.0,0.4534347636802782,0.13982331418202903
2017-08-09,1,HOME APPLIANCES,0.0,0.4494743674156091,0.13779017162203902
2017-08-10,1,HOME APPLIANCES,0.0,0.49755914602340934,0.1630839564806994
2017-08-11,1,HOME APPLIANCES,0.0,0.046128472258398195,0.002033665498163582
2017-08-12,1,HOME APPLIANCES,0.0,0.4001703619422411,0.11329546450332478
2017-08-13,1,HOME APPLIANCES,0.0,0.0618622625062106,0.0036029067569096716
2017-08-14,1,HOME APPLIANCES,0.0,0.4577066300475006,0.14202677552082565
2017-08-15,1,HOME APPLIANCES,0.0,0.43984670717582414,0.13288697252598214
2017-07-31,1,HOME CARE,227.0,209.55442332330452,0.0063363934124222995
2017-08-01,1,HOME CARE,241.0,260.8613954518635,0.006221677773960531
2017-08-02,1,HOME CARE,277.0,278.53876659399896,3.0468954729089796e-05
2017-08-03,1,HOME CARE,169.0,210.54470743823777,0.047802540842289624
2017-08-04,1,HOME CARE,168.0,235.59324946180945,0.11319436648363829
2017-08-05,1,HOME CARE,158.0,193.90231605512372,0.04145063391177011
2017-08-06,1,HOME CARE,77.0,79.00757558312338,0.0006457950693424877
2017-08-07,1,HOME CARE,168.0,221.75047108599014,0.07626073694385084
2017-08-08,1,HOME CARE,208.0,196.74969318942632,0.0030616520055444054
2017-08-09,1,HOME CARE,161.0,210.56757359077235,0.07126129295674931
2017-08-10,1,HOME CARE,170.0,170.9631288588839,3.154541183989051e-05
2017-08-11,1,HOME CARE,74.0,106.1015911117222,0.1269423646672071
2017-08-12,1,HOME CARE,116.0,167.29186336165895,0.13215102121880115
2017-08-13,1,HOME CARE,61.0,75.4997054271984,0.044164075422975846
2017-08-14,1,HOME CARE,161.0,196.64026484643122,0.03954219696320053
2017-08-15,1,HOME CARE,156.0,183.15531084529331,0.02545099406710218
2017-07-31,1,LADIESWEAR,21.0,10.25104204209752,0.44967982044288357
2017-08-01,1,LADIESWEAR,12.0,12.043744347196181,1.1284903270047459e-05
2017-08-02,1,LADIESWEAR,18.0,13.94789753004671,0.057536812216319684
2017-08-03,1,LADIESWEAR,13.0,11.664142007166516,0.010056638701566019
2017-08-04,1,LADIESWEAR,10.0,11.562514203786638,0.01764169528466667
2017-08-05,1,LADIESWEAR,16.0,11.05268954719857,0.11828475648866409
2017-08-06,1,LADIESWEAR,6.0,4.857316481208644,0.0317618653626698
2017-08-07,1,LADIESWEAR,19.0,12.406741484306751,0.15997967845619693
2017-08-08,1,LADIESWEAR,19.0,11.329099985578717,0.23403336734072971
2017-08-09,1,LADIESWEAR,31.0,13.234062067016914,0.6562588886171982
2017-08-10,1,LADIESWEAR,7.0,11.040815639156243,0.16716702295942612
2017-08-11,1,LADIESWEAR,3.0,5.916850448903935,0.2999382309820514
2017-08-12,1,LADIESWEAR,9.0,10.04963855852676,0.009962560069297265
2017-08-13,1,LADIESWEAR,7.0,4.8238812955196755,0.10079012986379714
2017-08-14,1,LADIESWEAR,17.0,11.442251491986804,0.13636306466950116
2017-08-15,1,LADIESWEAR,9.0,10.897487959966263,0.03018634825186511
2017-07-31,1,LAWN AND GARDEN,15.0,16.227133084925168,0.005460755312109508
2017-08-01,1,LAWN AND GARDEN,22.0,19.569111917045525,0.01247771366563327
2017-08-02,1,LAWN AND GARDEN,31.0,30.93904090869115,3.6358418857991546e-06
2017-08-03,1,LAWN AND GARDEN,10.0,19.19054370543197,0.3688364753848398
2017-08-04,1,LAWN AND GARDEN,17.0,25.830432967601993,0.15933273223528197
2017-08-05,1,LAWN AND GARDEN,17.0,16.35538591824341,0.0013299786330850773
2017-08-06,1,LAWN AND GARDEN,9.0,8.6776199412339,0.0010738136380396774
2017-08-07,1,LAWN AND GARDEN,10.0,17.330600152819255,0.26079051837310274
2017-08-08,1,LAWN AND GARDEN,19.0,18.308443494351234,0.001238321078041884
2017-08-09,1,LAWN AND GARDEN,20.0,27.92967036791248,0.10262110294984104
2017-08-10,1,LAWN AND GARDEN,22.0,19.103103193894366,0.018122551137662705
2017-08-11,1,LAWN AND GARDEN,15.0,14.743130365047385,0.00026194190561946865
2017-08-12,1,LAWN AND GARDEN,10.0,18.026294680553573,0.3002236468467687
2017-08-13,1,LAWN AND GARDEN,8.0,9.264057760830108,0.017272183001803134
2017-08-14,1,LAWN AND GARDEN,27.0,16.762209956112603,0.20714454200864452
2017-08-15,1,LAWN AND GARDEN,17.0,17.46760111991271,0.0006577249108312284
2017-07-31,1,LINGERIE,4.0,3.1991979701632998,0.030465735306053003
2017-08-01,1,LINGERIE,21.0,3.9133111714598345,2.2472839176725676
2017-08-02,1,LINGERIE,10.0,3.716538280147796,0.7171043791556905
2017-08-03,1,LINGERIE,2.0,3.2332094265042484,0.11857564590863799
2017-08-04,1,LINGERIE,13.0,3.5994027810926594,1.2390603220504597
2017-08-05,1,LINGERIE,2.0,2.954658114831196,0.07633166894459235
2017-08-06,1,LINGERIE,16.0,0.9420651428837103,4.706562898536952
2017-08-07,1,LINGERIE,5.0,3.365829328201135,0.10109303106494207
2017-08-08,1,LINGERIE,16.0,3.518718866335335,1.755584791884391
2017-08-09,1,LINGERIE,0.0,3.33775252411612,2.1531346942602783
2017-08-10,1,LINGERIE,8.0,3.0686474542791835,0.6302993662422897
2017-08-11,1,LINGERIE,1.0,1.8370557451392326,0.12223388176574158
2017-08-12,1,LINGERIE,8.0,2.7781215919250744,0.7534198762594696
2017-08-13,1,LINGERIE,3.0,0.9375740952145762,0.5254185937930766
2017-08-14,1,LINGERIE,21.0,3.0572804517781944,2.8578901379563844
2017-08-15,1,LINGERIE,4.0,3.3484725848953096,0.019491862061564322
2017-07-31,1,"LIQUOR,WINE,BEER",71.0,62.86658611540332,0.014368769764583577
2017-08-01,1,"LIQUOR,WINE,BEER",73.0,76.61605456891347,0.002276167894516827
2017-08-02,1,"LIQUOR,WINE,BEER",81.0,87.22292760500366,0.005350576087309928
2017-08-03,1,"LIQUOR,WINE,BEER",93.0,88.98002519545831,0.0019103087411853506
2017-08-04,1,"LIQUOR,WINE,BEER",155.0,123.88092113430166,0.049504182958325336
2017-08-05,1,"LIQUOR,WINE,BEER",116.0,126.05570475621334,0.006798278813009076
2017-08-06,1,"LIQUOR,WINE,BEER",41.0,34.71907979287293,0.026239018504622135
2017-08-07,1,"LIQUOR,WINE,BEER",58.0,60.342639390694806,0.001516147808250159
2017-08-08,1,"LIQUOR,WINE,BEER",87.0,69.00057831316578,0.05236468415288896
2017-08-09,1,"LIQUOR,WINE,BEER",99.0,96.17508389018836,0.0008211575077036816
